鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
內湖區,房地(土地+建物)+車位,臺北市內湖區金湖路65巷1~30號,17.98,住,,,1071203,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940825,133.57,3,2,1,有,有,23500000,175938,坡道平面,0.0,2500000,含增建或未登記建物。登記兩人共有。,RPUPMLSJJHOFFCA48DA
內湖區,房地(土地+建物),臺北市內湖區瑞光路76巷31~60號,26.22,住,,,1071117,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0861030,54.9,1,2,1,有,有,9420000,171585,,0.0,0,,RPWQMLPLKINFFCA78DA
中山區,房地(土地+建物),臺北市中山區林森北路121~150號,2.49,商,,,1071117,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971215,29.799999999999997,0,0,1,無,有,5980000,200671,,0.0,0,,RPVNMLRLKINFFCA58DA
中山區,房地(土地+建物)+車位,臺北市中山區松江路361~390號,56.84,住,,,1070807,土地2建物1車位1,三層,十二層,辦公商業大樓,商業用,鋼筋混凝土造,0710707,463.63,5,1,2,有,有,74250000,160149,坡道平面,0.0,3000000,,RPVNMLLJJHOFFCA67DA
中山區,房地(土地+建物),臺北市中山區明水路601~630號,11.97,商,,,1071205,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0900829,41.81,2,1,1,有,有,10000000,239177,,0.0,0,含增建或未登記建物。,RPQNMLNLKINFFCA67DA
中山區,房地(土地+建物),臺北市中山區中山北路二段39巷1~30號,15.03,商,,,1071120,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0651008,53.46,0,2,1,有,無,10000000,187056,,0.0,0,含增建或未登記建物。,RPTNMLNLKINFFCA97DA
內湖區,房地(土地+建物),臺北市內湖區麗山街393巷1~30號,23.65,住,,,1071202,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680626,84.92,3,2,1,有,無,11550000,136010,,0.0,0,,RPUPMLOLKINFFCA38DA
內湖區,房地(土地+建物),臺北市內湖區麗山街348巷1~30號,21.91,住,,,1071127,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720722,98.5,3,2,2,有,無,13000000,131980,,0.0,0,含增建或未登記建物。,RPOOMLPLKINFFCA77DA
大同區,車位,臺北市大同區承德路二段91巷31~60號,0.05,住,,,1071212,土地0建物0車位1,一層,十一層,其他,見其他登記事項,鋼筋混凝土造,0930720,10.58,0,0,0,有,有,650000,,塔式車位,10.58,650000,,RPXOMLOJJHOFFBA18DA
大同區,房地(土地+建物),臺北市大同區承德路三段301巷1~30號,31.6,住,,,1071102,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0690728,95.96,3,2,1,有,無,12960000,135056,,0.0,0,含增建或未登記建物。,RPSTMLMLKINFFBA28DA
大安區,土地,通化段三小段451~480地號,9.0,其他,,,1071212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,289980,32220,,0.0,0,,RPSNMLMJJHOFFFA67CA
大安區,房地(土地+建物),臺北市大安區新生南路二段30巷1~30號,16.05,住,,,1071127,土地3建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,75.86,3,2,2,有,無,7000000,92263,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQOMLPLJHOFFFA08CA
大安區,房地(土地+建物),臺北市大安區八德路二段1~30號,25.0,住,,,1071114,土地8建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690909,88.77,3,2,1,有,無,13500000,152078,,0.0,0,急買急賣。;,RPROMLQLKINFFFA38CA
士林區,土地,光華段二小段451~480地號,25.67,其他,,,1071222,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,38956,,0.0,0,包含公共設施保留地之交易。;受債權債務影響或債務抵償之交易。;,RPTPMLLLJHOFFEA97CA
士林區,土地,百齡段六小段631~660地號,58.0,住,,,1071008,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,35100000,605172,,0.0,0,,RPUOMLRJJHOFFEA38CA
北投區,房地(土地+建物),臺北市北投區石牌路一段1~30號,18.54,住,,,1071210,土地7建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021108,91.33000000000001,3,2,2,有,有,14367600,157315,,0.0,0,,RPUNMLPLKINFFEA38CA
北投區,土地,關渡段一小段361~390地號,33.07,其他,,,1071214,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,750000,22679,,0.0,0,親友、員工或其他特殊關係間之交易。;包含公共設施保留地之交易。;,RPTOMLPLKINFFEA38CA
士林區,房地(土地+建物)+車位,臺北市士林區基河路1~30號,9.06,住,,,1071019,土地1建物1車位1,六層,十一層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0931231,71.65,1,1,1,有,有,13880000,193719,坡道平面,37.73,0,含增建或未登記建物。;,RPSNMLQLKINFFEA28CA
北投區,房地(土地+建物),臺北市北投區裕民三路1~30號,23.5,商,,,1071125,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0750715,113.62,6,0,6,有,無,18700000,164584,,0.0,0,含增建或未登記建物。;,RPTOMLMLKINFFEA08CA
士林區,房地(土地+建物),臺北市士林區中山北路七段81巷1~30號,11.66,住,,,1071117,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680828,82.94,3,2,1,有,有,12800000,154328,,0.0,0,含增建或未登記建物。;,RPUOMLMLKINFFEA18CA
士林區,房地(土地+建物),臺北市士林區天母北路1~30號,29.72,住,,,1071208,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720302,161.33999999999997,4,2,2,有,有,27880000,172803,,0.0,0,含增建或未登記建物。;,RPVOMLMLKINFFEA28CA
北投區,房地(土地+建物),臺北市北投區裕民四路2巷1~30號,31.08,商,,,1071213,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0661021,106.84,3,2,2,有,無,12500000,116997,,0.0,0,,RPTNMLNJJHOFFEA77CA
北投區,房地(土地+建物),臺北市北投區光明路121~150號,9.5,其他,,,1071107,土地1建物1車位0,一層，二層,二層,店面(店鋪),住家用,磚造,0440607,16.96,3,2,2,有,無,6000000,353774,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPUOMLNJJHOFFEA97CA
信義區,房地(土地+建物),臺北市信義區光復南路421巷1~30號,8.62,住,,,1050830,土地1建物1車位0,二層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070814,46.05,0,0,0,無,有,15080000,327470,,0.0,0,本案簽訂日期105.08.30，於107.12.12讓渡。,RPUPMLPKJHOFFDA28CA
信義區,房地(土地+建物)+車位,臺北市信義區光復南路421巷1~30號,9.63,住,,,1050830,土地1建物1車位1,二層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070814,68.31,0,0,0,無,有,18160000,327452,升降機械,19.57,2200000,本案簽訂日期105.08.30，於107.12.12讓渡。,SPUPMLPKJHOFFDA38CA
松山區,房地(土地+建物)+車位,臺北市松山區延壽街18巷1~30號,22.99,住,,,1051230,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070327,196.09,3,2,2,有,無,41930000,250362,升降平面,37.4,2200000,,RPPNMLTKJHOFFDA97CA
松山區,房地(土地+建物)+車位,臺北市松山區延壽街18巷1~30號,15.64,住,,,1051230,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070327,127.91999999999999,3,1,2,有,無,27750000,250656,升降機械,24.99,1950000,,RPQNMLTKJHOFFDA08CA
信義區,房地(土地+建物),臺北市信義區信義路五段150巷426弄1~30號,35.67,住,,,1071210,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,94.7,3,2,2,有,無,15000000,158395,,0.0,0,,RPUNMLPLJHOFFDA18CA
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段236巷27弄1~30號,51.38,住,,,1071116,土地1建物1車位3,八層,九層,華廈(10層含以下有電梯),住家用,鋼骨鋼筋混凝土造,0950926,345.66999999999996,3,2,2,有,有,102880000,297625,坡道平面,0.0,0,,RPWOMLOKJHOFFDA28CA
信義區,房地(土地+建物),臺北市信義區忠孝東路五段451~480號,19.52,商,,,1071116,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.06,2,1,1,有,有,13430000,142781,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUPMLKKJHOFFDA77CA
信義區,建物,臺北市信義區松信路50巷1~30號,0.0,,,,1071024,土地0建物1車位4,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021115,468.96,0,0,0,無,有,27909000,84699,坡道平面,184.08,3780000,,RPQNMLKKJHOFFDA17CA
南港區,房地(土地+建物),臺北市南港區玉成街201巷6弄1~30號,25.75,住,,,1071125,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,69.99,3,2,1,有,無,11200000,160023,,0.0,0,,RPWPMLSLKINFFDA98CA
松山區,車位,臺北市松山區八德路三段158巷20弄1~30號,4.31,住,,,1071204,土地0建物0車位1,地下層,七層,其他,見使用執照,鋼筋混凝土造,0661019,26.869999999999997,0,0,0,有,有,1800000,,坡道平面,0.0,1800000,,RPXPMLNJJHOFFDA28CA
信義區,房地(土地+建物)+車位,臺北市信義區松德路181~210號,37.95,其他,,,1071115,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780718,179.09,3,2,2,有,有,45328800,253106,坡道平面,0.0,0,,RPVOMLQLKINFFDA58CA
信義區,房地(土地+建物),臺北市信義區吳興街524巷31~60號,35.38,住,,,1071111,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,95.11,4,2,2,有,無,13200000,138787,,0.0,0,含增建或未登記建物。;,RPQNMLRLKINFFDA08CA
南港區,房地(土地+建物),臺北市南港區中南街74巷31~60號,26.67,工,,,1071026,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0631022,85.1,3,2,2,有,無,14800000,173913,,0.0,0,,RPOPMLOLKINFFDA77CA
信義區,房地(土地+建物)+車位,臺北市信義區吳興街600巷76弄1~30號,18.96,住,,,1071123,土地4建物1車位1,四層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060907,146.99,2,1,1,有,有,24600000,208825,坡道平面,41.16,2500000,,RPUPMLOLKINFFDA38CA
信義區,房地(土地+建物),臺北市信義區吳興街260巷19弄1~30號,35.8,住,,,1071023,土地1建物1車位0,八層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0891027,150.53,3,2,2,有,有,29500000,195974,,0.0,0,含增建或未登記建物。;,RPPOMLMLKINFFDA57CA
松山區,房地(土地+建物),臺北市松山區民生東路五段151~180號,15.75,商,,,1071130,土地1建物1車位0,十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720915,163.79000000000002,3,2,2,有,有,31580000,192808,,0.0,0,含增建或未登記建物。;,RPQOMLMLKINFFDA67CA
信義區,房地(土地+建物),臺北市信義區忠孝東路五段703巷1弄1~30號,29.5,住,,,1071020,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651229,84.0,3,1,1,有,無,15380000,183095,,0.0,0,含增建或未登記建物。;,RPROMLMLKINFFDA77CA
信義區,房地(土地+建物)+車位,臺北市信義區光復南路541~570號,4.09,商,,,1071123,土地1建物1車位1,六層,十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0970822,66.83,1,1,1,有,有,14500000,216968,坡道平面,23.83,0,,RPSNMLOLKINFFDA97CA
中山區,房地(土地+建物),臺北市中山區民族東路512巷13弄31~60號,32.1,住,,,1071212,土地9建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701215,109.09,3,2,2,有,無,10500000,96251,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLKLJHOFFCA07CA
中山區,房地(土地+建物),臺北市中山區民權東路一段61~90號,6.98,商,,,1071208,土地1建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0670119,59.22,0,0,0,無,有,4500000,75988,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLTJJHOFFCA77CA
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路513巷1~30號,62.79,其他,,,1071205,土地1建物1車位3,一層,九層,店面(店鋪),工業用,鋼筋混凝土造,0871022,371.1,0,0,0,無,有,90000000,242522,坡道平面,0.0,0,含增建或未登記建物。;,RPTPMLOLKINFFCA18CA
中山區,房地(土地+建物)+車位,臺北市中山區中山北路三段31~60號,20.32,商,,,1071107,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1061020,204.38,0,0,3,無,無,65000000,331381,其他,14.87,2200000,,RPVPMLPLKINFFCA48CA
中山區,房地(土地+建物),臺北市中山區雙城街23巷1~30號,8.07,商,,,1071210,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0690728,47.43,2,1,1,有,無,8700000,183428,,0.0,0,,RPRPMLOLKINFFCA97CA
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段181~210號,31.36,其他,,,1071107,土地1建物1車位2,十四層,十五層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1050616,265.73,0,0,0,無,有,48400000,266907,坡道平面,105.0,5500000,,RPQNMLQLKINFFCA87CA
中山區,房地(土地+建物),臺北市中山區興安街61~90號,30.03,住,,,1070920,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0750314,146.47,4,2,2,有,有,23800000,162480,,0.0,0,含增建或未登記建物。;,RPWNMLMLKINFFCA08CA
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段190巷117弄31~60號,35.3,住,,,1071122,土地1建物1車位1,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0980604,95.03999999999999,2,1,1,有,有,13000000,136785,坡道機械,0.0,0,,RPROMLMLKINFFCA67CA
中山區,房地(土地+建物),臺北市中山區新生北路二段61~90號,3.2,商,,,1071112,土地1建物1車位0,四層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970925,28.07,1,1,1,有,有,5150000,183470,,0.0,0,含增建或未登記建物。;,RPSOMLMLKINFFCA77CA
內湖區,房地(土地+建物),臺北市內湖區金龍路112巷31~60號,26.55,住,,,1071117,土地3建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701230,94.37,3,2,2,有,有,12420000,131610,,0.0,0,含增建或未登記建物。;,RPTOMLMLKINFFCA87CA
中山區,房地(土地+建物)+車位,臺北市中山區明水路541~570號,5.89,住,,,1071120,土地1建物1車位1,六層，七層,十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850530,36.78,1,1,1,有,有,6900000,187602,坡道平面,0.0,0,共有人間之買賣,RPSNMLOLKINFFCA87CA
大同區,房地(土地+建物),臺北市大同區哈密街59巷38弄31~60號,26.75,住,,,1071015,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,63.44,2,2,1,有,無,9200000,145019,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPQNMLPKJHOFFBA47CA
中正區,房地(土地+建物),臺北市中正區新生南路一段150巷1~30號,46.25,住,,,1071117,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,124.88,3,2,2,有,無,29760000,238309,,0.0,0,含增建或未登記建物。;,RPPSMLMLKINFFBA77CA
大同區,房地(土地+建物),臺北市大同區歸綏街151~180號,6.13,商,,,1071125,土地1建物1車位0,四層,十層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0821126,48.78,1,1,1,有,有,7000000,143501,,0.0,0,含增建或未登記建物。;,RPQTMLMLKINFFBA97CA
萬華區,土地,莒光段四小段601~630地號,222.21,其他,,,1071217,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8639525,38880,,0.0,0,,RPSOMLOLKINFFBA87CA
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段364巷31~60號,40.56,住,,,1071204,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010625,187.87,3,2,2,有,有,27650000,147176,坡道平面,0.0,0,,RPVPMLQLKINFFBA48CA
大同區,房地(土地+建物),臺北市大同區承德路三段247巷1~30號,6.5,商,,,1071020,土地1建物1車位0,二層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970910,29.619999999999997,1,1,1,有,有,6800000,229575,,0.0,0,含增建或未登記建物。;,RPXPMLQLKINFFBA68CA
文山區,土地,木柵段一小段181~210地號,37.47,商,,,1070921,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22164107,591516,,0.0,0,,RPQNMLSKJHOFFAA67CA
文山區,土地,木柵段一小段211~240地號,27.25,商,,,1070921,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,16119351,591536,,0.0,0,,RPRNMLSKJHOFFAA77CA
文山區,房地(土地+建物),臺北市文山區景興路241~270號,3.27,商,,,1071117,土地1建物1車位0,七層,十五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0981028,38.07,1,1,1,有,無,6800000,178618,,0.0,0,,RPTNMLSKJHOFFAA97CA
中正區,房地(土地+建物),臺北市中正區詔安街61~90號,20.0,住,,,1071217,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,70.38,2,2,1,有,無,9820000,139528,,0.0,0,含增建或未登記建物。;,RPUNMLPLKINFFAA97CA
中正區,房地(土地+建物),臺北市中正區寧波西街182巷1~30號,18.79,住,,,1071112,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1041110,84.08,2,2,2,有,有,22500000,267602,,0.0,0,,RPRSMLRJJHOFFAA08CA
萬華區,房地(土地+建物),臺北市萬華區萬大路187巷1弄1~30號,4.56,商,,,1071212,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640508,11.47,1,0,1,有,無,2250000,196164,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPOMLPLKINFFBA67CA
文山區,房地(土地+建物)+車位,臺北市文山區忠順街一段31~60號,19.56,住,,,1071212,土地1建物1車位2,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1011106,111.23,2,2,1,有,有,14000000,125865,升降機械,23.78,0,,RPPNMLSLKINFFAA77CA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路三段304巷31~60號,21.46,住,,,1071029,土地2建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030314,133.82,2,2,2,有,有,14100000,105365,坡道平面,26.69,0,含增建或未登記建物。;內含獨立產權車位，未包含在棟數內。,RPOOMLSLKINFFAA77CA
中正區,建物,臺北市中正區寧波西街182巷1~30號,0.0,,,,1071119,土地0建物1車位1,三層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1041110,99.39,2,2,1,有,有,7350000,73951,升降機械,15.3,0,,RPROMLNJJHOFFAA27CA
中正區,房地(土地+建物),臺北市中正區?門街121~150號,14.06,商,,,1071117,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990825,115.14000000000001,2,1,2,有,有,16550000,143738,,0.0,0,,RPPNMLPLKINFFAA47CA
文山區,房地(土地+建物)+車位,臺北市文山區指南路三段22巷1~30號,52.61,住,,,1071031,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010906,248.85,4,2,2,有,有,29700000,119349,坡道平面,37.43,0,,RPXNMLMLKINFFAA97CA
文山區,房地(土地+建物),臺北市文山區指南路一段31~60號,14.82,商,,,1071111,土地2建物1車位0,三層,十九層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0881104,112.31,3,2,2,有,有,17530000,156086,,0.0,0,含增建或未登記建物。;,RPRNMLOLKINFFAA57CA
中正區,房地(土地+建物)+車位,臺北市中正區重慶南路三段151~180號,4.57,住,,,1071126,土地2建物1車位1,六層,十五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1010315,54.84,1,1,1,有,有,8100000,147702,坡道機械,16.09,0,,RPQNMLPLKINFFAA57CA
文山區,土地,政大段三小段151~180地號,319.0,住,,,1071107,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,82200000,257680,,0.0,0,1. 土地為公開標售  2. 權利人共2人，持分各1/2,RPTNMLRLKINFFAA08CA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路四段105巷1~30號,14.61,住,,,1071201,土地1建物1車位1,地下一層,十三層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0840821,103.74,2,2,1,有,有,12000000,115674,坡道平面,0.0,0,含增建或未登記建物。;,RPOPMLPLKINFFAA57CA
中正區,車位,臺北市中正區羅斯福路二段91~120號,0.0,商,,,1071214,土地0建物0車位1,地下三層,二十六層,其他,見其他登記事項,鋼骨混凝土造,0850304,41.769999999999996,0,0,0,有,有,3100000,,坡道平面,0.0,0,,RPRNMLMJJHOFFAA07CA
文山區,房地(土地+建物),臺北市文山區溪口街66巷2弄1~30號,20.25,住,,,1071130,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),,加強磚造,,65.28,3,2,2,有,無,10300000,157782,,0.0,0,,RPPNMLSJJHOFFAA47CA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路三段304巷121~150號,41.31,商,,,1071117,土地5建物1車位1,全,十二層,透天厝,住家用,鋼筋混凝土造,0850212,210.5,5,2,4,有,有,25000000,118765,坡道機械,0.0,0,,RPPSMLRJJHOFFAA87CA
文山區,房地(土地+建物),臺北市文山區福興路61~90號,11.2,住,,,1071129,土地1建物1車位0,三層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840207,39.14,1,1,1,有,無,5300000,135411,,0.0,0,,RPOOMLNJJHOFFAA96CA
文山區,房地(土地+建物),臺北市文山區景華街147巷1~30號,24.09,住,,,1071211,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0621211,68.4,2,2,1,有,無,9000000,131579,,0.0,0,,RPSOMLOKJHOFFAA57CA
萬華區,房地(土地+建物),臺北市萬華區峨眉街91~120號,3.2,商,,,1071120,土地1建物1車位0,二層,十一層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0950126,32.0,1,1,1,有,無,7560000,236250,,0.0,0,含增建或未登記建物。;,RPPNMLPLKINFFBA57CA
萬華區,房地(土地+建物),臺北市萬華區內江街121~150號,17.41,商,,,1071126,土地1建物1車位0,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040210,192.84,4,2,2,有,有,31700000,164385,,0.0,0,,RPOPMLQLKINFFBA77CA
萬華區,車位,臺北市萬華區內江街121~150號,0.04,商,,,1071205,土地0建物0車位2,一層,十八層,其他,見其他登記事項,鋼筋混凝土造,1040210,42.18,0,0,0,有,有,1950000,,坡道機械,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPPMLQLKINFFBA87CA
中正區,房地(土地+建物),臺北市中正區羅斯福路二段91~120號,58.1,商,,,1071214,土地1建物2車位0,十二層,二十六層,辦公商業大樓,商業用,鋼骨混凝土造,0850304,860.42,0,0,0,無,有,266289605,309488,,0.0,0,,RPVNMLSLJHOFFAA28CA
萬華區,房地(土地+建物),臺北市萬華區環河南路二段250巷33弄1~30號,13.19,住,,,1071128,土地2建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0761030,129.32999999999998,3,2,2,有,有,12150000,93946,,0.0,0,,RPSPMLLKJHOFFBA47CA
中正區,房地(土地+建物),臺北市中正區臨沂街63巷1~30號,18.3,住,,,1071116,土地2建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831102,61.66,2,2,1,有,有,8150000,132176,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPROMLRJJHOFFBA77CA
內湖區,房地(土地+建物),臺北市內湖區成功路四段31~60號,12.23,商,,,1071117,土地1建物2車位0,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0781107,132.8,4,2,2,有,有,23000000,173193,,0.0,0,,RPWPMLOLKINFFCA48CA
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路111巷31~60號,29.24,商,,,1071218,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0970825,117.07,2,2,2,有,有,23600000,204360,坡道機械,6.97,1100000,,RPWNMLPLKINFFCA38CA
中山區,房地(土地+建物),臺北市中山區錦州街1~30號,7.59,商,,,1071123,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0780826,55.089999999999996,2,1,2,有,有,9536000,173099,,0.0,0,,RPTOMLPLKINFFCA18CA
內湖區,房地(土地+建物),臺北市內湖區民權東路六段280巷1~30號,8.89,住,,,1071116,土地1建物1車位0,一層,九層,店面(店鋪),商業用,鋼筋混凝土造,0950727,35.57,2,2,1,有,有,10600000,298004,,0.0,0,含增建或未登記建物。;,RPRPMLPLKINFFCA08CA
中山區,建物,臺北市中山區中山北路二段42巷1~30號,0.0,,,,1071020,土地0建物1車位0,六層,六層,其他,,加強磚造,,41.39,3,2,1,有,無,2000000,48321,,0.0,0,本件建物土地為市有，係屬六樓但是沒有電梯。,RPSOMLOLKINFFCA97CA
萬華區,房地(土地+建物),臺北市萬華區西園路二段261巷20弄31~60號,329.0,住,,,1071114,土地2建物1車位0,一層，騎樓,一層,倉庫,,加強磚造,,188.08,0,0,0,無,無,60900000,,,0.0,0,,RPTNMLKMJHOFFBA47CA
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段91巷121~150號,22.77,住,,,1071117,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990526,118.46000000000001,3,2,2,有,有,18000000,151950,坡道機械,8.07,0,含增建或未登記建物。;,RPSPMLOLKINFFCA08CA
